epoch,step,test_acc,test_loss,train_acc,train_loss,valid_acc,valid_loss
0,56,,,,,0.0714285746216774,5.773136138916016
0,56,,,0.008888889104127884,5.868404388427734,,
1,113,,,,,0.1071428582072258,5.597762584686279
1,113,,,0.06666667014360428,5.733414173126221,,
2,170,,,,,0.1428571492433548,5.480703830718994
2,170,,,0.18666666746139526,5.584173202514648,,
3,227,,,,,0.1785714328289032,5.302518367767334
3,227,,,0.23999999463558197,5.437716007232666,,
4,284,,,,,0.25,5.163004398345947
4,284,,,0.2266666740179062,5.312532424926758,,
5,341,,,,,0.2142857164144516,5.018802165985107
5,341,,,0.25333333015441895,5.177923679351807,,
6,398,,,,,0.2857142984867096,4.788142681121826
6,398,,,0.23111110925674438,5.03742790222168,,
7,455,,,,,0.25,4.627619743347168
7,455,,,0.24444444477558136,4.909788608551025,,
8,512,,,,,0.25,4.539057731628418
8,512,,,0.25777778029441833,4.747659683227539,,
9,569,,,,,0.3214285671710968,4.333450794219971
9,569,,,0.2844444513320923,4.608088970184326,,
10,626,,,,,0.2857142984867096,4.151249408721924
10,626,,,0.2800000011920929,4.464748859405518,,
11,683,,,,,0.2857142984867096,3.983555555343628
11,683,,,0.2711111009120941,4.3303632736206055,,
12,740,,,,,0.2857142984867096,3.864522933959961
12,740,,,0.2933333218097687,4.182920932769775,,
13,797,,,,,0.3214285671710968,3.7331454753875732
13,797,,,0.2844444513320923,4.036255359649658,,
14,854,,,,,0.2857142984867096,3.5302414894104004
14,854,,,0.2844444513320923,3.909726619720459,,
15,911,,,,,0.3214285671710968,3.4284722805023193
15,911,,,0.2800000011920929,3.7691619396209717,,
16,968,,,,,0.3214285671710968,3.2868597507476807
16,968,,,0.2711111009120941,3.646613836288452,,
17,1025,,,,,0.3214285671710968,3.150524377822876
17,1025,,,0.29777777194976807,3.51713490486145,,
18,1082,,,,,0.3214285671710968,2.981090784072876
18,1082,,,0.30666667222976685,3.39945912361145,,
19,1139,,,,,0.3214285671710968,2.7652385234832764
19,1139,,,0.324444442987442,3.263399362564087,,
20,1196,,,,,0.3214285671710968,2.7539641857147217
20,1196,,,0.3377777636051178,3.159921407699585,,
21,1253,,,,,0.3214285671710968,2.601289749145508
21,1253,,,0.30666667222976685,3.0733673572540283,,
22,1310,,,,,0.3214285671710968,2.470921039581299
22,1310,,,0.324444442987442,2.983314037322998,,
23,1367,,,,,0.3214285671710968,2.4515912532806396
23,1367,,,0.3377777636051178,2.905080556869507,,
24,1424,,,,,0.3214285671710968,2.3693649768829346
24,1424,,,0.3866666555404663,2.82517147064209,,
25,1481,,,,,0.3571428656578064,2.161691665649414
25,1481,,,0.3955555558204651,2.7447407245635986,,
26,1538,,,,,0.3571428656578064,2.173903703689575
26,1538,,,0.42222222685813904,2.6562395095825195,,
27,1595,,,,,0.3571428656578064,2.0629899501800537
27,1595,,,0.40888887643814087,2.625397205352783,,
28,1652,,,,,0.3928571343421936,2.0782032012939453
28,1652,,,0.41333332657814026,2.5517354011535645,,
29,1709,,,,,0.3928571343421936,2.0058326721191406
29,1709,,,0.4355555474758148,2.481106996536255,,
30,1766,,,,,0.5,1.8443673849105835
30,1766,,,0.47555556893348694,2.4425506591796875,,
31,1823,,,,,0.4285714328289032,1.8401554822921753
31,1823,,,0.4888888895511627,2.4221813678741455,,
32,1880,,,,,0.5,1.8751024007797241
32,1880,,,0.47999998927116394,2.361668348312378,,
33,1937,,,,,0.4285714328289032,1.8007533550262451
33,1937,,,0.4977777898311615,2.324321985244751,,
34,1994,,,,,0.4285714328289032,1.7865333557128906
34,1994,,,0.5111111402511597,2.305546283721924,,
35,2051,,,,,0.5,1.7882612943649292
35,2051,,,0.5422222018241882,2.242579698562622,,
36,2108,,,,,0.5,1.7133632898330688
36,2108,,,0.5555555820465088,2.214085340499878,,
37,2165,,,,,0.5357142686843872,1.7307202816009521
37,2165,,,0.5244444608688354,2.1878719329833984,,
38,2222,,,,,0.5357142686843872,1.6743310689926147
38,2222,,,0.5244444608688354,2.179936170578003,,
39,2279,,,,,0.6071428656578064,1.5770981311798096
39,2279,,,0.6000000238418579,2.1275196075439453,,
40,2336,,,,,0.6071428656578064,1.5726845264434814
40,2336,,,0.6000000238418579,2.113851308822632,,
41,2393,,,,,0.6071428656578064,1.5750716924667358
41,2393,,,0.5777778029441833,2.1015048027038574,,
42,2450,,,,,0.6071428656578064,1.5367122888565063
42,2450,,,0.6000000238418579,2.0552122592926025,,
43,2507,,,,,0.6785714030265808,1.4989126920700073
43,2507,,,0.6266666650772095,2.056755304336548,,
44,2564,,,,,0.6428571343421936,1.4519318342208862
44,2564,,,0.5911111235618591,2.0441222190856934,,
45,2621,,,,,0.5714285969734192,1.4946329593658447
45,2621,,,0.5822222232818604,2.0097546577453613,,
46,2678,,,,,0.6071428656578064,1.4425240755081177
46,2678,,,0.6088888645172119,1.983516812324524,,
47,2735,,,,,0.6428571343421936,1.4144716262817383
47,2735,,,0.5688889026641846,2.0035369396209717,,
48,2792,,,,,0.6071428656578064,1.3884046077728271
48,2792,,,0.6177777647972107,1.9607877731323242,,
49,2849,,,,,0.6428571343421936,1.3933686017990112
49,2849,,,0.5911111235618591,1.9442952871322632,,
50,2906,,,,,0.6428571343421936,1.4053045511245728
50,2906,,,0.6355555653572083,1.9005552530288696,,
51,2963,,,,,0.6428571343421936,1.3978289365768433
51,2963,,,0.6311110854148865,1.8867394924163818,,
52,3020,,,,,0.6785714030265808,1.3137446641921997
52,3020,,,0.644444465637207,1.8924386501312256,,
53,3077,,,,,0.6785714030265808,1.3374004364013672
53,3077,,,0.6399999856948853,1.8804892301559448,,
54,3134,,,,,0.6785714030265808,1.2859628200531006
54,3134,,,0.648888885974884,1.878269910812378,,
55,3191,,,,,0.6428571343421936,1.3130897283554077
55,3191,,,0.6311110854148865,1.856083869934082,,
56,3248,,,,,0.6785714030265808,1.2571848630905151
56,3248,,,0.6800000071525574,1.8009023666381836,,
57,3305,,,,,0.6785714030265808,1.2974363565444946
57,3305,,,0.6266666650772095,1.843475103378296,,
58,3362,,,,,0.6785714030265808,1.2763938903808594
58,3362,,,0.648888885974884,1.841064691543579,,
59,3419,,,,,0.6428571343421936,1.215025544166565
59,3419,,,0.6800000071525574,1.7812035083770752,,
60,3476,,,,,0.7142857313156128,1.2159792184829712
60,3476,,,0.6622222065925598,1.788536548614502,,
61,3533,,,,,0.75,1.1909608840942383
61,3533,,,0.6355555653572083,1.7889249324798584,,
62,3590,,,,,0.7142857313156128,1.196812629699707
62,3590,,,0.6977777481079102,1.7515584230422974,,
63,3647,,,,,0.7142857313156128,1.1428992748260498
63,3647,,,0.6888889074325562,1.725698471069336,,
64,3704,,,,,0.6785714030265808,1.1588287353515625
64,3704,,,0.6977777481079102,1.7209442853927612,,
65,3761,,,,,0.6785714030265808,1.1661747694015503
65,3761,,,0.6755555272102356,1.722773551940918,,
66,3818,,,,,0.7142857313156128,1.129058599472046
66,3818,,,0.7066666483879089,1.7006959915161133,,
67,3875,,,,,0.7142857313156128,1.120220422744751
67,3875,,,0.6977777481079102,1.6693074703216553,,
68,3932,,,,,0.6785714030265808,1.1203031539916992
68,3932,,,0.7022222280502319,1.6554977893829346,,
69,3989,,,,,0.6785714030265808,1.071691632270813
69,3989,,,0.6933333277702332,1.674578309059143,,
70,4046,,,,,0.6785714030265808,1.0996638536453247
70,4046,,,0.7022222280502319,1.6680727005004883,,
71,4103,,,,,0.6785714030265808,1.087322473526001
71,4103,,,0.6933333277702332,1.6420527696609497,,
72,4160,,,,,0.75,1.0105113983154297
72,4160,,,0.7155555486679077,1.629883050918579,,
73,4217,,,,,0.7857142686843872,1.0846481323242188
73,4217,,,0.6800000071525574,1.611035704612732,,
74,4274,,,,,0.7857142686843872,1.0644547939300537
74,4274,,,0.7155555486679077,1.600176453590393,,
75,4331,,,,,0.7857142686843872,1.0231075286865234
75,4331,,,0.7200000286102295,1.5893596410751343,,
76,4388,,,,,0.7857142686843872,1.001891016960144
76,4388,,,0.7066666483879089,1.5694067478179932,,
77,4445,,,,,0.75,1.0256659984588623
77,4445,,,0.7511110901832581,1.5602527856826782,,
78,4502,,,,,0.8214285969734192,0.9859873652458191
78,4502,,,0.7200000286102295,1.5579842329025269,,
79,4559,,,,,0.7857142686843872,0.975551187992096
79,4559,,,0.7244444489479065,1.532627820968628,,
80,4616,,,,,0.8214285969734192,0.9707427620887756
80,4616,,,0.742222249507904,1.5279264450073242,,
81,4673,,,,,0.7857142686843872,0.9521699547767639
81,4673,,,0.7288888692855835,1.4935369491577148,,
82,4730,,,,,0.75,0.9984304308891296
82,4730,,,0.7688888907432556,1.491963267326355,,
83,4787,,,,,0.8928571343421936,0.8823979496955872
83,4787,,,0.7111111283302307,1.5200999975204468,,
84,4844,,,,,0.8214285969734192,0.927423357963562
84,4844,,,0.7111111283302307,1.4827016592025757,,
85,4901,,,,,0.7857142686843872,0.893674910068512
85,4901,,,0.7244444489479065,1.4791340827941895,,
86,4958,,,,,0.8214285969734192,0.9346303343772888
86,4958,,,0.7377777695655823,1.4799385070800781,,
87,5015,,,,,0.8214285969734192,0.8677269220352173
87,5015,,,0.742222249507904,1.458777666091919,,
88,5072,,,,,0.8571428656578064,0.8563657402992249
88,5072,,,0.7555555701255798,1.4777272939682007,,
89,5129,,,,,0.8928571343421936,0.9020805358886719
89,5129,,,0.7644444704055786,1.4227304458618164,,
90,5186,,,,,0.9285714030265808,0.8132084012031555
90,5186,,,0.7288888692855835,1.4523134231567383,,
91,5243,,,,,0.8928571343421936,0.8323245644569397
91,5243,,,0.7244444489479065,1.4372304677963257,,
92,5300,,,,,0.9285714030265808,0.8335024118423462
92,5300,,,0.7377777695655823,1.4112530946731567,,
93,5357,,,,,0.8571428656578064,0.8065230250358582
93,5357,,,0.7155555486679077,1.4265245199203491,,
94,5414,,,,,0.8214285969734192,0.8458110690116882
94,5414,,,0.7688888907432556,1.3771735429763794,,
95,5471,,,,,0.7857142686843872,0.8436111211776733
95,5471,,,0.7599999904632568,1.387004017829895,,
96,5528,,,,,0.9285714030265808,0.8402590155601501
96,5528,,,0.7688888907432556,1.4131821393966675,,
97,5585,,,,,0.8571428656578064,0.7891923189163208
97,5585,,,0.7555555701255798,1.388252854347229,,
98,5642,,,,,0.8571428656578064,0.8006061911582947
98,5642,,,0.7777777910232544,1.3686904907226562,,
99,5699,,,,,0.9285714030265808,0.7462257742881775
99,5699,,,0.7777777910232544,1.339368224143982,,
100,5700,0.8214285969734192,1.0172841548919678,,,,
